hotel_id,room_id,name,amenities
A-96708,RA-81689,Three-Bedroom Apartment · City view,Double Bed|900 sq.ft|6 Adults|Blanket|TV|Air conditioning|Water bottle|Housekeeping
A-22726,RA-71270,"Premium Room, 1 King Bed, Lake View · Lake view",KingBed|344 sq.ft|3 Adults|Wine/champagne|Minibar|Blackout curtains|Wardrobe/closet|Hairdryer
A-99714,RA-29791,1BHK Apartment with Balcony,1507 sq.ft|2 Guests|Air conditioning|Terrace
A-05741,RA-11133,Deluxe,Double Bed|125 sq.ft|2 Adults|TV|Air conditioning|Towels|Private bathroom|Fan
A-09718,RA-65776,Deluxe Twin Room,
A-48328,RA-36035,"Standard Room, 2 Twin Beds",200 sq.ft|2 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Wardrobe/closet
A-89350,RA-55812,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Housekeeping
A-03939,RA-29540,Deluxe Double Room,
A-62202,RA-61575,Suite · City view,Double Bed|425 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-03685,RA-70898,Suite Room · City view,Double Bed|400 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-48849,RA-48047,Family AC Room,King Bed|1000 sq.ft|4 Adults|Blackout curtains|TV|Air conditioning|WiFi access|Attached washroom
A-32028,RA-82297,"Comfort Single Room, Balcony, City View",
A-85620,RA-83757,Classic Triple Room,108 sq.ft|3 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-93367,RA-34856,Basic Double Room,
A-10603,RA-97577,Suite Room · City view,Double Bed|130 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-07202,RA-75089,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Duvet|Blanket|Toiletries|Towels|WiFi access
A-85712,RA-48240,Executive King room,Double Bed|144 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|WiFi access|Attached washroom
A-49037,RA-25534,Basic Room,Double Bed|110 sq.ft|3 Adults|Blanket|WiFi access|Attached washroom|Fan|Charging points
A-22704,RA-47530,Deluxe Room · City view,Double Bed|100 sq.ft|2 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-78510,RA-56765,Executive Room · City view,Double Bed|169 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-66628,RA-55057,3 BHK Villa · Garden view,King Bed|2000 sq.ft|15 Adults|Chocolate/cookies|Private pool|Tea/coffee maker|Fridge|Wine glasses
A-21432,RA-24533,Standard Double Room · City view,Twin Bed|120 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Air conditioning
A-31356,RA-24905,Deluxe Triple Room,Double Bed|110 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-14375,RA-42915,Standard Double Room · City view,Double Bed|144 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Towels
A-48347,RA-65859,Deluxe Room with Kitchenette · City view,Double Bed|210 sq.ft|2 Adults|Blanket|Water bottle|Housekeeping|Attached washroom|Clothes rack
A-97559,RA-99253,Superior Twin Room · City view,Twin Bed|200 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-23551,RA-66534,Superior Room · City view,Double Bed|230 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-97009,RA-34808,Deluxe Room AC · City view,Double Bed|240 sq.ft|3 Adults|Sofa|TV|Air conditioning|Towels|Fan
A-83567,RA-58246,Deluxe Double or Twin Room,
A-04138,RA-33033,Executive Room Non AC · City view,Double Bed|140 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-32669,RA-34596,House,
A-00804,RA-32407,Executive Room · City view,Double Bed|260 sq.ft|3 Adults|Blanket|Toiletries|Towels|Hairdryer|WiFi access
A-85445,RA-52410,Studio,2 Adults|TV|Private bathroom|Smoking policy – non-smoking available|Air conditioning
A-38199,RA-25995,Deluxe with Balcony,Double Bed|100 sq.ft|2 Adults|Blackout curtains|Fan|Charging points
A-99316,RA-05727,Superior One Bedroom Apartment With Balcony · City view,King Bed|400 sq.ft|4 Adults|Fridge|Blackout curtains|Flat-screen TV|Dining table|Sofa
A-13156,RA-27866,Platinum Deluxe Room · City view,Double Bed|247 sq.ft|3 Adults|Fridge|Blanket|TV|Ironing facilities|Air conditioning
A-88177,RA-76053,Executive Private Room in Shared Apartment · City view,Double Bed|240 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-71264,RA-64497,Non-AC Single Room · City view,Queen Bed|190 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-74642,RA-58314,"Room, 2 Twin Beds, City View",TwinBed|3 Adults|Smoking policy – non-smoking available|Wheelchair
A-28050,RA-33871,Twin Room · City view,Bunk Bed|180 sq.ft|2 Adults|Blanket|Water bottle|Attached washroom
A-58431,RA-98933,Deluxe Double Room,FullBed|3 Adults|Coffee machine|Minibar|Wardrobe/closet|Ironing facilities|Toiletries
A-11130,RA-85963,"Deluxe Double Room, Balcony, City View",
A-45700,RA-29779,Deluxe Ac Room · City view,Double Bed|200 sq.ft|2 Adults|Pillow menu|Blackout curtains|Flat-screen TV|Linens|Wardrobe/closet
A-65947,RA-42461,Deluxe Suite,Double Bed|380 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-40382,RA-20666,Super Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-34589,RA-36142,Deluxe Room Double · City view,Double Bed|150 sq.ft|3 Adults|Minibar|TV|Air conditioning|Toiletries|Hairdryer
A-43028,RA-48603,Semi Luxury Room · City view,King Bed|3 Adults|Fridge|Flat-screen TV|Wardrobe/closet|Blanket|TV
A-06346,RA-79573,Deluxe Double Room (View) · City view,Queen Bed|247 sq.ft|3 Adults|Dining area|Linens|Wake up service|Blanket|TV
A-26343,RA-06568,Deluxe Room,Double Bed|120 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-76286,RA-50065,Family Quadruple Room,
A-09049,RA-75404,Classic,Queen Bed|140 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-05741,RA-52467,Classic with Balcony,2 Adults
A-89867,RA-21861,Two-Bedroom Apartment,549 sq.ft|6 Guests|Fridge|Sofa|Linens|Wardrobe/closet|Extra long beds (> 6.5 ft)
A-05036,RA-55862,Superior King Room with balcony · City view,King Bed|350 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-15006,RA-18640,House,
A-87958,RA-80394,"Executive King (Stay on 31st December is mandatory to avail - Stay 1 Night get a complimentary F&B Voucher worth 3000/-, Stay 2 Nights get a complimentary F&B Voucher worth 4500/-) · City view",Double Bed|290 sq.ft|3 Adults|Blackout curtains|Duvet|Linens|Wardrobe/closet|Wake up service
A-69272,RA-03613,Deluxe Room · City view,Double Bed|270 sq.ft|3 Adults|Minibar|Sofa|Wardrobe/closet|Blanket|TV
A-18721,RA-29388,Standard,151 sq.ft|2 Guests
A-17084,RA-71634,Standard Queen Room Non AC · City view,Double Bed|269 sq.ft|3 Adults|Blanket|WiFi access|Cushions|Water bottle|Housekeeping
A-99907,RA-05282,SIGNATURE · City view,Double Bed|260 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-63540,RA-44363,"Deluxe Double Room, City View",
A-49149,RA-34521,Deluxe King,Double Bed|180 sq.ft|4 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-15002,RA-18542,Comfort Double Room,
A-32232,RA-70116,Triple Room - Non Smoking,22 sq.ft|3 Guests|Flat-screen TV|Linens|Toiletries|Towels|Water bottle
A-04379,RA-72026,Deluxe Apartment,593 sq.ft|6 Guests|Dining table|Sofa|Linens|Wardrobe/closet|Extra long beds (> 6.5 ft)
A-14549,RA-93772,Classic,Queen Bed|130 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Attached washroom|Fan
A-06047,RA-96756,Classic,Double Bed|100 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-89120,RA-36720,"Deluxe Twin Room, 1 Double Bed",FullBed|161 sq.ft|2 Adults|TV|Air conditioning|Toiletries|Private bathroom|Shower
A-64316,RA-00030,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Wardrobe/closet|Blanket|Toiletries|WiFi access|Water bottle
A-80265,RA-42988,2 BHK KMR-401,Double Bed|280 sq.ft|6 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-15029,RA-50938,Suite Room · City view,Double Bed|220 sq.ft|2 Adults|TV|Air conditioning|Towels|Shower
A-69409,RA-68479,Superior Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|WiFi access|Water bottle|Attached washroom|Clothes rack
A-02873,RA-31529,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-24965,RA-39715,Premium Double Room,151 sq.ft|2 Adults|Dining table|Sofa|Ironing facilities|Air conditioning|Towels
A-71265,RA-37163,Deluxe Room,Double Bed|200 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-96188,RA-99428,"Studio, City View",
A-94101,RA-06847,Standard Double Room without Air Conditioning,22 sq.ft|3 Guests
A-34104,RA-54001,Family Room · City view,Double Bed|315 sq.ft|2 Adults|Air conditioning|WiFi access|Water bottle|Housekeeping|Attached washroom
A-76860,RA-89318,Standard Double Room · City view,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Duvet|Linens|Wardrobe/closet|Wake up service
A-67387,RA-81685,Deluxe Double Room,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Blanket|TV|Toiletries|Towels
A-49989,RA-43109,"Suite, Multiple Beds","QueenBed,KingBed|5382 sq.ft|5 Adults|Streaming services|Ironing facilities|Air conditioning|Hairdryer|Private bathroom"
A-76021,RA-08177,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Blackout curtains|Flat-screen TV|Dining area|Linens|Wardrobe/closet
A-12319,RA-35597,Minister Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-54079,RA-62699,Executive Suite - Queen / Twin Bed · City view,Twin Bed|270 sq.ft|3 Adults|Fridge|Air conditioning|Water bottle|Attached washroom|Dental kit
A-23001,RA-92723,Deluxe Room · City view,Double Bed|300 sq.ft|2 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-39526,RA-92554,Classic Room · City view,Double Bed|272 sq.ft|3 Adults|Minibar|TV|Air conditioning|Water bottle|Housekeeping
A-81362,RA-35177,Classic Double Room · City view,Double Bed|224 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Towels
A-71302,RA-01534,Superior Room,
A-27506,RA-30754,Deluxe Private AC Room with Ensuite Bathroom,Double Bed|220 sq.ft|2 Adults|Blanket|Air conditioning|Non-feather pillow|Water bottle|Attached washroom
A-65179,RA-80513,Standard Room · City view,Double Bed|182 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-47737,RA-82966,Deluxe Family Room · City view,Double Bed|300 sq.ft|3 Adults|Flat-screen TV|Duvet|Linens|Air conditioning|Towels
A-41407,RA-13260,Deluxe Room,Double Bed|190 sq.ft|3 Adults|Flat-screen TV|Linens|Wardrobe/closet|TV|Ironing facilities
A-53678,RA-35488,Luxury Terrace Room · City view,Double Bed|506 sq.ft|2 Adults|Minibar|Wardrobe/closet|TV|Air conditioning|Towels
A-34125,RA-23679,Deluxe Twin Room,
A-39418,RA-00138,Deluxe AC Room · City view,King Bed|180 sq.ft|3 Adults|Blanket|TV|Air conditioning|Towels|WiFi access
A-23894,RA-46059,"Junior Kitchenette Suite, Club lounge access, Suite, 1 King",King Bed|807 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Streaming services
A-70612,RA-52340,Double Deluxe Room Non AC · City view,Double Bed|3 Adults|Wardrobe/closet|Blanket|TV|Toiletries|WiFi access
A-06146,RA-03561,Suite Room,Queen Bed|285 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|TV|Ironing facilities
A-62747,RA-75881,Club Non AC Room · City view,Double Bed|242 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-66234,RA-35573,Deluxe Double Room · City view,King Bed|170 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Wardrobe/closet|Blanket|TV
A-89435,RA-25949,Luxury Suite,
A-05294,RA-75382,Standard Double or Twin Room,TwinBed|2 Adults|Wardrobe/closet|TV|Ironing facilities|Private bathroom|Shower
A-97677,RA-95697,Deluxe Room City View King Bed · City view,King Bed|356 sq.ft|3 Adults|Fridge|Blackout curtains|Duvet|Linens|Feather pillow
A-33018,RA-34116,Deluxe Room,Double Bed|220 sq.ft|3 Adults|Flat-screen TV|Linens|Wardrobe/closet|Wake up service|Blanket
A-60314,RA-78806,Superior Apartment,420 sq.ft|2 Guests
A-18357,RA-29825,Suite Room - Breakfast Included · City view,Queen Bed|430 sq.ft|3 Adults|Blackout curtains|Sofa|Blanket|TV|Air conditioning
A-95974,RA-24825,Standard Room,
A-73883,RA-70345,Deluxe Double Room,Double Bed|150 sq.ft|3 Adults|Wardrobe/closet|Blanket|Air conditioning|Towels|WiFi access
A-02033,RA-73422,Deluxe Room,
A-17843,RA-99593,Family Suite 4 Bed · City view,Queen Bed|400 sq.ft|4 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-63157,RA-08360,Double room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-45999,RA-40066,Deluxe Room,
A-57678,RA-77838,Premium Room · City view,Double Bed|182 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|Water bottle|Attached washroom
A-59662,RA-14597,Homely 2BHK Apartment In The Heart Of Bangalore,
A-26303,RA-72779,Standard Room · City view,Double Bed|181 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-33571,RA-33573,Deluxe Room,Double Bed|140 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-61381,RA-59949,Premium Double Room,
A-35717,RA-14435,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Duvet|Blanket|Toiletries|Towels|WiFi access
A-39330,RA-48983,Super Deluxe,259 sq.ft|2 Guests
A-04291,RA-26818,Classic,100 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-91926,RA-02724,Comfort Double Room · City view,Double Bed|240 sq.ft|3 Adults|TV|Ironing facilities|Air conditioning|Towels|Fan
A-14594,RA-50327,Twin Room,2 Guests
A-35486,RA-22967,Standard Room · City view,Queen Bed|180 sq.ft|2 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-03685,RA-77538,Deluxe AC Room · City view,Double Bed|215 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Clothes rack
A-34688,RA-60754,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-10733,RA-01722,Deluxe Twin Room · City view,Twin Bed|240 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-79447,RA-49432,"Superior Room, City View",
A-17322,RA-05203,Standard Double or Twin Room,
A-70971,RA-93581,Standard Room,
A-33372,RA-47203,Gold Club · Grounds,375 sq.ft|3 Adults|Tea/coffee maker|Fridge|Minibar|Flat-screen TV|Linens
A-99040,RA-13768,Super Deluxe Suite,3 Adults|Separate living room|Wardrobe/closet|Blanket|TV|Ironing facilities
A-63673,RA-29432,Deluxe,Double Bed|125 sq.ft|2 Adults|Blackout curtains|Fan|Charging points
A-88065,RA-22579,Executive Room,
A-04189,RA-70516,Classic,Double Bed|130 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Blanket|Air conditioning|Toiletries
A-57173,RA-40894,Deluxe Room · City view,Double Bed|288 sq.ft|3 Adults|Coffee machine|Fridge|Minibar|Separate living room|Dining table
A-21573,RA-38670,Premium Room · City view,Double Bed|390 sq.ft|3 Adults|Blanket|TV|Air conditioning|Towels|Cushions
A-78529,RA-56856,Specially Abbled Room · City view,Double Bed|185 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom
A-14924,RA-26503,Economy Room,156 sq.ft|2 Guests|Flat-screen TV|Linens|Wardrobe/closet|Toiletries|Clothes rack
A-69127,RA-92261,Studio Room 3 · City view,Double Bed|250 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|Air conditioning|Toiletries
A-38423,RA-83219,Deluxe Room · City view,Double Bed|320 sq.ft|3 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-21473,RA-76067,Club Double Bed Room,2 Adults|TV|Ironing facilities|Air conditioning|Towels|Bathtub
A-46719,RA-04562,Junior Suite,5921 sq.ft|2 Guests
A-35078,RA-08990,Premium Executive Room,
A-25504,RA-11073,Deluxe Room sharing In a Houseboat AC timing 8 pm to 6 am,4 Guests
A-30053,RA-98327,Executive Room,
A-35449,RA-81449,EXECUTIVE SUITE DOUBLE BED GARDEN VIEW WITH VIEW,1 Adult|Fridge|Ironing facilities|Attached washroom|Desk|Charging points
A-79868,RA-26085,1 BHK,Double Bed|100 sq.ft|2 Adults|Blackout curtains|Blanket|Air conditioning|WiFi access|Attached washroom
A-06548,RA-17923,Suite,Double Bed|195 sq.ft|3 Adults|Wardrobe/closet|Ironing facilities|Air conditioning|Towels|Fan
A-66438,RA-46248,Executive Room · City view,Double Bed|192 sq.ft|3 Adults|TV|Air conditioning|Toiletries|Housekeeping|Clothes rack
A-56887,RA-65553,Classic,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-67221,RA-00894,Deluxe Room,FullBed|151 sq.ft|2 Adults|Wardrobe/closet|TV|Toiletries|Private bathroom|Shower
A-84835,RA-53573,Deluxe Room · City view,Double Bed|250 sq.ft|3 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-80510,RA-51422,Classic Triple Room,108 sq.ft|3 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-91903,RA-93422,Deluxe Room · City view,Double Bed|150 sq.ft|3 Adults|TV|Air conditioning|Toiletries|Towels|Separate dining area
A-29128,RA-68505,Classic AC Rooms,Double Bed|144 sq.ft|2 Adults|Linens|Cushions|Water bottle|Housekeeping|Attached washroom
A-64228,RA-67263,Deluxe Room,Queen Bed|165 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-76919,RA-61230,Executive Room,Double Bed|120 sq.ft|3 Adults|TV|Air conditioning|Towels|Fan|Shower
A-79919,RA-18377,"Deluxe Room, 2 Twin Beds",
A-86797,RA-59695,Luxury Room,
A-98043,RA-52928,Deluxe Room,Double Bed|180 sq.ft|2 Adults|Flat-screen TV|TV|Air conditioning|Toiletries|WiFi access
A-59039,RA-85435,Double Room AC,Double Bed|180 sq.ft|3 Adults|Attached washroom|Fan|First aid kit
A-60632,RA-52436,Deluxe Double Room · City view,Double Bed|248 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom|Shower
A-00501,RA-74373,Classic,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-17818,RA-97279,Deluxe Room · City view,Queen Bed|110 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|WiFi access
A-00084,RA-37121,Classic,Double Bed|97 sq.ft|2 Adults|Air conditioning|Attached washroom|Fan|Charging points
A-81789,RA-18833,Deluxe Twin,Twin Bed|130 sq.ft|2 Adults|Blanket|Air conditioning|Toiletries|Towels|WiFi access
A-80720,RA-70880,Luxury Room · City view,Double Bed|220 sq.ft|2 Adults|Fridge|Flat-screen TV|Linens|Wardrobe/closet|Blanket
A-37285,RA-78520,Standard Room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-36083,RA-68165,House,
A-97052,RA-90587,Deluxe Studio · City view,Double Bed|320 sq.ft|2 Adults|Fridge|Dining table|Sofa|TV|Ironing facilities
A-29121,RA-79506,Suite,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-63951,RA-03461,Avora Studio · City view,Double Bed|450 sq.ft|2 Adults|Blanket|Air conditioning|Water bottle|Accessible by elevator
A-89705,RA-69002,Deluxe Room Non AC · City view,Double Bed|200 sq.ft|2 Adults|Flat-screen TV|Linens|Blanket|TV|Toiletries
A-78522,RA-39899,Deluxe Double Room,
A-49020,RA-28817,Executive Room · City view,Double Bed|125 sq.ft|3 Adults|TV|Iron|Air conditioning|Heating|Air purifier
A-51506,RA-54993,Deluxe Room With Balcony,King Bed|260 sq.ft|2 Adults|Flat-screen TV|Blanket|TV|Air conditioning|Toiletries
A-29115,RA-38749,Executive Triple Room · City view,Triple Bed|230 sq.ft|4 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom|Shower
A-07529,RA-77038,Standard Room,Double Bed|130 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-17843,RA-47351,Suite Room · City view,Queen Bed|300 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-08836,RA-18750,Deluxe Room · City view,Double Bed|150 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Hairdryer
A-62783,RA-85942,Deluxe King or Twin Room · City view,Double Bed|350 sq.ft|3 Adults|Sofa|Wardrobe/closet|Blanket|Air conditioning|WiFi access
A-86122,RA-05144,Two Bedroom with Kitchen · City view,Double Bed|614 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Housekeeping|Attached washroom
A-32648,RA-85804,STANDARD ROOM · City view,Double Bed|329 sq.ft|3 Adults|Blanket|TV|Air conditioning|Water bottle|Clothes rack
A-11965,RA-71615,Standard Double Room,
A-57864,RA-67198,"Deluxe Double or Twin Room, Multiple Beds, Accessible, Kitchenette",
A-87696,RA-12376,Executive Room,Double Bed|160 sq.ft|2 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-27338,RA-62275,Standard Non AC Room · City view,Double Bed|180 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|WiFi access
A-68961,RA-14650,Executive Suite Room · City view,Double Bed|899 sq.ft|3 Adults|Air conditioning|Water bottle|Attached washroom|Accessible by elevator
A-09802,RA-81888,Deluxe Room · City view,Double Bed|150 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-67820,RA-57646,Superior,
A-35449,RA-17944,Executive Room with King Bed and Balcony,
A-78433,RA-72913,Standard room · City view,Queen Bed|110 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-60457,RA-73355,Deluxe,151 sq.ft|2 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Ironing facilities
A-28295,RA-33276,Executive Room Non Ac · City view,Double Bed|100 sq.ft|3 Adults|Blanket|TV|Water bottle|Attached washroom|Clothes rack
A-14358,RA-76418,Studio Room · City view,Double Bed|200 sq.ft|3 Adults|Tea/coffee maker|Fridge|Flat-screen TV|Wardrobe/closet|Blanket
A-02033,RA-53268,Suite,2 Guests|Blackout curtains|Linens|Wardrobe/closet|Air conditioning|Toiletries
A-59837,RA-90137,Junior Suite - 1 King Bed,
A-76043,RA-11589,Classic,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-93844,RA-15000,Deluxe Room · City view,Double Bed|220 sq.ft|3 Adults|Fridge|Blackout curtains|Wardrobe/closet|Blanket|TV
A-97060,RA-63954,Deluxe Twin Room · City view,Double Bed|240 sq.ft|3 Adults|Air conditioning|Towels|Fan|Desk
A-13641,RA-09609,Premier Cottage · Garden view,King Bed|300 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-51755,RA-78467,"Deluxe Double Room, Balcony",
A-68779,RA-48749,Premium Room,
A-22158,RA-59915,"Superior Double Room, City View · City view",KingBed|250 sq.ft|3 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|Streaming services
A-26691,RA-96885,Presidential,2175 sq.ft|2 Guests|Tea/coffee maker|Flat-screen TV|Linens|TV|Air conditioning
A-32648,RA-79970,EXECUTIVE PODS (MALE) · City view,Single Bed|215 sq.ft|2 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan|Charging points
A-17405,RA-12567,Studio Room · City view,King Bed|180 sq.ft|2 Adults|Tea/coffee maker|Blackout curtains|Flat-screen TV|Walk-in closet|Linens
A-07897,RA-70013,Senate Room · City view,Double Bed|324 sq.ft|3 Adults|Sofa|Wardrobe/closet|Blanket|TV|Ironing facilities
A-83890,RA-59240,Superior Room,Double Bed|150 sq.ft|3 Adults|Blanket|Air conditioning|Fan
A-64636,RA-07278,"Family Apartment, City View · City view",KingBed|900 sq.ft|6 Adults|Fridge|Dining area|Air conditioning|Microwave|Toiletries
A-78580,RA-31126,Classic Room,3 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-04142,RA-88097,Executive Non AC Room,Double Bed|100 sq.ft|3 Adults|Blanket|TV|Ironing facilities|Toiletries|Towels
A-00501,RA-16437,Deluxe,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-81159,RA-99541,Deluxe Room,Double Bed|140 sq.ft|2 Adults|Flat-screen TV|TV|Air conditioning|Toiletries|WiFi access
A-27811,RA-86638,Deluxe Double Room (Den) · City view,Queen Bed|355 sq.ft|3 Adults|Dining area|Linens|Wardrobe/closet|Wake up service|Blanket
A-29259,RA-83457,Standard Room Queen · City view,Queen Bed|100 sq.ft|3 Adults|Blanket|Ironing facilities|Water bottle|Attached washroom|Clothes rack
A-63070,RA-41208,Premium Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Accessible by elevator
A-60772,RA-89187,Standard,1615 sq.ft|1 Adult|Linens|Air conditioning|Toiletries|Towels|Satellite channels
A-88223,RA-22836,Classic Room,3 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-97296,RA-46398,1 King Bed Superior Room Non-Smoking · City view,Double Bed|200 sq.ft|3 Adults|Fridge|Blanket|WiFi access|Water bottle|Attached washroom
A-82737,RA-40428,Club Room,King Bed|3229 sq.ft|2 Adults|Blanket|Attached washroom|Fan|Disabled access
A-09828,RA-41546,Premium Triple · City view,Triple Bed|250 sq.ft|3 Adults|Fridge|Minibar|Separate living room|Sofa|Wardrobe/closet
A-39865,RA-85023,Double Room,1615 sq.ft|2 Guests|Tea/coffee maker|Flat-screen TV|Sofa|Wardrobe/closet|TV
A-51842,RA-24113,Double Deluxe Room · City view,Double Bed|225 sq.ft|3 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-36520,RA-96185,Standard Queen,Queen Bed|120 sq.ft|2 Adults|Duvet|Wardrobe/closet|Air conditioning|WiFi access|Attached washroom
A-15010,RA-10601,Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-13248,RA-48804,Deluxe Twin,Twin Bed|120 sq.ft|2 Adults|Wardrobe/closet|Blanket|Toiletries|Towels|WiFi access
A-21949,RA-78882,Cottage with Veranda and Bathtub · City view,Double Bed|45 sq.ft|3 Adults|Fridge|Blanket|TV|Air conditioning|WiFi access
A-61938,RA-96759,Standard AC Room · City view,Double Bed|200 sq.ft|2 Adults|Flat-screen TV|Air conditioning|Attached washroom
A-80720,RA-34075,Ultra Luxury Studio · City view,King Bed|225 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|WiFi access
A-56170,RA-48505,Club Room,2 Guests|First aid kit
